Key;HostName;HostTypeID;ActiveUser;OS;OSArchitecture;BiosSerial;SystemManufacturer;LastBootUpTime;SystemProductName;BuildNumber;ONC;Status;Kommentar;LetzteAenderung;isNew
PC-CORP-222__97573B4;PC-CORP-222;Arbeitsstation;COMPANY\user162;Microsoft Windows 11 Enterprise;64-Bit;97573B4;Dell Inc.;07.05.2026 12:17:53;OptiPlex 3070;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1895,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-223__D2204B5;PC-CORP-223;Arbeitsstation;COMPANY\user163;Microsoft Windows 10 Pro;64-Bit;D2204B5;Dell Inc.;13.05.2026 06:13:29;OptiPlex 7070;19045.3930;[1,1]\[1,2]\[2,4]\[2,5]\[1953,6]\[Allgemein,130]\[Microsoft Windows 10 Pro,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-224__DA5858D;PC-CORP-224;Arbeitsstation;COMPANY\user164;Microsoft Windows 10 Enterprise;64-Bit;DA5858D;Dell Inc.;10.02.2026 08:33:10;OptiPlex 3060;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1988,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-225__5993346;PC-CORP-225;Arbeitsstation;COMPANY\user165;Microsoft Windows 11 Enterprise;64-Bit;5993346;Dell Inc.;06.05.2026 08:47:19;OptiPlex 3080;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1992,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-226__78E2925;PC-CORP-226;Arbeitsstation;COMPANY\user166;Microsoft Windows 11 Enterprise;64-Bit;78E2925;Dell Inc.;09.04.2026 12:32:44;OptiPlex 3070;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2056,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-227__BF9BBA3;PC-CORP-227;Arbeitsstation;COMPANY\user167;Microsoft Windows 11 Enterprise;64-Bit;BF9BBA3;Dell Inc.;14.04.2026 07:19:59;OptiPlex 3090;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2099,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-228__B6D1D2A;PC-CORP-228;Arbeitsstation;COMPANY\user168;Microsoft Windows 11 Enterprise;64-Bit;B6D1D2A;Dell Inc.;06.05.2026 12:06:38;OptiPlex 3090;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2101,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-229__FAC15E1;PC-CORP-229;Arbeitsstation;COMPANY\user169;Microsoft Windows 11 Enterprise;64-Bit;FAC15E1;Dell Inc.;07.05.2026 07:38:40;OptiPlex 3090;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2113,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-230__C296640;PC-CORP-230;Arbeitsstation;COMPANY\user170;Microsoft Windows 11 Enterprise;64-Bit;C296640;Dell Inc.;06.05.2026 07:26:58;OptiPlex 3090;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2118,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-231__5416A55;PC-CORP-231;Arbeitsstation;COMPANY\user171;Microsoft Windows 10 Enterprise;64-Bit;5416A55;Dell Inc.;12.02.2026 08:17:23;OptiPlex 7060;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2136,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-232__538E5B9;PC-CORP-232;Arbeitsstation;COMPANY\user172;Microsoft Windows 10 Enterprise;64-Bit;538E5B9;Dell Inc.;07.05.2026 07:54:12;OptiPlex 3090;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2177,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-233__64209B7;PC-CORP-233;Arbeitsstation;COMPANY\user173;Microsoft Windows 10 Enterprise;64-Bit;64209B7;Dell Inc.;18.11.2025 08:24:00;OptiPlex 3080;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2194,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-234__D64256D;PC-CORP-234;Arbeitsstation;COMPANY\user174;Microsoft Windows 11 Enterprise;64-Bit;D64256D;Dell Inc.;05.05.2026 12:48:31;OptiPlex 7090;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2202,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-235__588B9FA;PC-CORP-235;Arbeitsstation;;Microsoft Windows 11 Enterprise;64-Bit;588B9FA;Dell Inc.;05.05.2026 12:46:37;OptiPlex 3000;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2210,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-236__EB382AF;PC-CORP-236;Arbeitsstation;COMPANY\user175;Microsoft Windows 10 Enterprise;64-Bit;EB382AF;Dell Inc.;11.11.2025 07:26:50;OptiPlex 7040;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2216,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-237__D840373;PC-CORP-237;Arbeitsstation;COMPANY\user176;Microsoft Windows 10 Enterprise;64-Bit;D840373;Acer;18.11.2025 07:54:31;Aspire A317-52;19045.6332;[1,1]\[1,2]\[2,4]\[2,5]\[2315,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-238__F88723F;PC-CORP-238;Arbeitsstation;COMPANY\user177;Microsoft Windows 10 Enterprise;64-Bit;F88723F;Dell Inc.;05.12.2025 07:19:54;OptiPlex 3070;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2333,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-239__4075319;PC-CORP-239;Arbeitsstation;COMPANY\user178;Microsoft Windows 11 Enterprise;64-Bit;4075319;Acer;19.03.2026 12:28:58;Aspire A317-52;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2339,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-240__1CE765E;PC-CORP-240;Arbeitsstation;COMPANY\user179;Microsoft Windows 10 Enterprise;64-Bit;1CE765E;Dell Inc.;14.01.2026 07:35:39;OptiPlex 7000;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2344,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-241__9BB8629;PC-CORP-241;Arbeitsstation;COMPANY\user180;Microsoft Windows 10 Enterprise;64-Bit;9BB8629;Dell Inc.;21.04.2026 07:16:45;OptiPlex 7000;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2346,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-242__2038BD9;PC-CORP-242;Arbeitsstation;COMPANY\user181;Microsoft Windows 11 Enterprise;64-Bit;2038BD9;Dell Inc.;06.05.2026 12:22:25;OptiPlex 3090;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2351,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-243__4607A62;PC-CORP-243;Arbeitsstation;COMPANY\user182;Microsoft Windows 10 Enterprise;64-Bit;4607A62;Dell Inc.;10.03.2026 09:44:23;OptiPlex 3000;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2352,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-244__3897EDB;PC-CORP-244;Arbeitsstation;COMPANY\user028;Microsoft Windows 10 Enterprise;64-Bit;3897EDB;Dell Inc.;06.11.2025 07:32:45;OptiPlex 3000;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2356,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-245__30F4648;PC-CORP-245;Arbeitsstation;COMPANY\user183;Microsoft Windows 10 Enterprise;64-Bit;30F4648;Acer;06.11.2025 08:36:40;TravelMate P278-M;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2365,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-246__FE53D0F;PC-CORP-246;Arbeitsstation;COMPANY\user184;Microsoft Windows 10 Enterprise;64-Bit;FE53D0F;Dell Inc.;12.05.2026 12:29:36;OptiPlex 7000;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2380,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-247__EAA7A39;PC-CORP-247;Arbeitsstation;COMPANY\user185;Microsoft Windows 10 Enterprise;64-Bit;EAA7A39;Dell Inc.;11.05.2026 12:19:23;OptiPlex 7000;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2381,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-248__2D9A043;PC-CORP-248;Arbeitsstation;COMPANY\user186;Microsoft Windows 11 Enterprise;64-Bit;2D9A043;Dell Inc.;07.05.2026 06:28:09;OptiPlex 3000;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2385,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-249__89FC216;PC-CORP-249;Arbeitsstation;COMPANY\user187;Microsoft Windows 11 Enterprise;64-Bit;89FC216;Dell Inc.;08.05.2026 08:45:04;OptiPlex 3000;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2386,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-250__3C90FC5;PC-CORP-250;Arbeitsstation;COMPANY\user188;Microsoft Windows 11 Enterprise;64-Bit;3C90FC5;Dell Inc.;15.04.2026 06:35:07;OptiPlex 3000;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2387,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-251__F4072D4;PC-CORP-251;Arbeitsstation;COMPANY\user189;Microsoft Windows 11 Enterprise;64-Bit;F4072D4;Dell Inc.;12.05.2026 11:51:33;OptiPlex 3000;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2388,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-252__2827A31;PC-CORP-252;Arbeitsstation;COMPANY\user190;Microsoft Windows 11 Enterprise;64-Bit;2827A31;Acer;10.04.2026 13:32:18;Aspire A317-52;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2405,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-253__234A0C1;PC-CORP-253;Arbeitsstation;COMPANY\user191;Microsoft Windows 11 Enterprise;64-Bit;234A0C1;Dell Inc.;06.05.2026 07:24:47;OptiPlex 3090;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2413,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-254__1E0C693;PC-CORP-254;Arbeitsstation;COMPANY\user032;Microsoft Windows 10 Enterprise;64-Bit;1E0C693;Dell Inc.;19.09.2025 08:04:23;OptiPlex 3060;19045.5965;[1,1]\[1,2]\[2,4]\[2,5]\[2447,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-255__3C98231;PC-CORP-255;Arbeitsstation;;Microsoft Windows 10 Enterprise;64-Bit;3C98231;Acer;12.01.2024 08:05:16;Aspire A517-52;19044.2846;[1,1]\[1,2]\[2,4]\[2,5]\[2452,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-256__911C99D;PC-CORP-256;Arbeitsstation;COMPANY\user192;Microsoft Windows 11 Enterprise;64-Bit;911C99D;Dell Inc.;05.03.2026 16:51:01;Latitude 5440;26100.7840;[1,1]\[1,2]\[2,4]\[2,5]\[2486,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-257__E488211;PC-CORP-257;Arbeitsstation;COMPANY\user168;Microsoft Windows 11 Enterprise;64-Bit;E488211;Dell Inc.;05.05.2026 13:02:46;Latitude 5440;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2487,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-258__B4ECBA0;PC-CORP-258;Arbeitsstation;COMPANY\user193;Microsoft Windows 11 Enterprise;64-Bit;B4ECBA0;Dell Inc.;15.04.2026 13:38:55;OptiPlex 3000;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2490,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-259__2860B5A;PC-CORP-259;Arbeitsstation;COMPANY\user194;Microsoft Windows 11 Enterprise;64-Bit;2860B5A;Dell Inc.;05.05.2026 13:15:19;Latitude 7640;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2494,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-260__6F6D2DB;PC-CORP-260;Arbeitsstation;COMPANY\user195;Microsoft Windows 11 Enterprise;64-Bit;6F6D2DB;Dell Inc.;11.05.2026 12:06:06;Dell Pro 14 Plus PB14250;26200.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2495,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-261__4CAE82A;PC-CORP-261;Arbeitsstation;COMPANY\user196;Microsoft Windows 11 Enterprise;64-Bit;4CAE82A;Dell Inc.;02.04.2026 07:02:04;Latitude 7640;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2499,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Aktiv;;2026-05-18T12:00:50.740Z;false
PC-CORP-262__18BBECC;PC-CORP-262;Arbeitsstation;COMPANY\user197;Microsoft Windows 11 Enterprise;64-Bit;18BBECC;Dell Inc.;07.05.2026 06:56:39;OptiPlex 3000;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2534,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-263__35E0CC4;PC-CORP-263;Arbeitsstation;COMPANY\user198;Microsoft Windows 10 Enterprise;64-Bit;35E0CC4;Acer;08.02.2024 23:23:52;TravelMate P278-M;19045.3930;[1,1]\[1,2]\[2,4]\[2,5]\[2543,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-264__4531624;PC-CORP-264;Arbeitsstation;COMPANY\user179;Microsoft Windows 10 Enterprise;64-Bit;4531624;Dell Inc.;19.08.2025 07:41:31;OptiPlex 3020M;19045.5965;[1,1]\[1,2]\[2,4]\[2,5]\[2545,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-265__A296CD5;PC-CORP-265;Arbeitsstation;COMPANY\user199;Microsoft Windows 10 Enterprise;64-Bit;A296CD5;Dell Inc.;01.04.2026 09:32:11;OptiPlex 3080;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2546,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-266__D3B5E08;PC-CORP-266;Arbeitsstation;COMPANY\user200;Microsoft Windows 10 Enterprise;64-Bit;D3B5E08;Dell Inc.;23.04.2026 07:58:37;OptiPlex 7070;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2547,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-267__96A95D7;PC-CORP-267;Arbeitsstation;COMPANY\user136;Microsoft Windows 11 Enterprise;64-Bit;96A95D7;Dell Inc.;06.05.2026 13:02:26;OptiPlex 3090;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2548,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-268__AF201F3;PC-CORP-268;Arbeitsstation;COMPANY\user201;Microsoft Windows 11 Enterprise;64-Bit;AF201F3;Dell Inc.;07.05.2026 06:36:22;OptiPlex 3090;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2549,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-269__2C4EB11;PC-CORP-269;Arbeitsstation;COMPANY\user202;Microsoft Windows 11 Enterprise;64-Bit;2C4EB11;Dell Inc.;13.04.2026 08:17:45;OptiPlex 3070;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2551,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-270__C8601AF;PC-CORP-270;Arbeitsstation;COMPANY\user203;Microsoft Windows 10 Enterprise;64-Bit;C8601AF;Dell Inc.;05.11.2025 06:43:58;OptiPlex 7050;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2552,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-271__2E99E94;PC-CORP-271;Arbeitsstation;COMPANY\user204;Microsoft Windows 10 Enterprise;64-Bit;2E99E94;Dell Inc.;02.03.2026 07:21:48;OptiPlex 3000;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2553,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-272__F4F6B7E;PC-CORP-272;Arbeitsstation;COMPANY\user205;Microsoft Windows 11 Enterprise;64-Bit;F4F6B7E;Dell Inc.;05.05.2026 13:03:29;Latitude 5440;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2589,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-273__8147A9F;PC-CORP-273;Arbeitsstation;COMPANY\user206;Microsoft Windows 11 Enterprise;64-Bit;8147A9F;Dell Inc.;09.04.2026 12:49:08;Latitude 7640;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2594,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-274__3BCD8B0;PC-CORP-274;Arbeitsstation;COMPANY\user207;Microsoft Windows 10 Enterprise;64-Bit;3BCD8B0;Acer;25.01.2024 10:35:19;TravelMate P278-MG;19045.2846;[1,1]\[1,2]\[2,4]\[2,5]\[2604,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-275__85A0D01;PC-CORP-275;Arbeitsstation;COMPANY\user208;Microsoft Windows 11 Enterprise;64-Bit;85A0D01;Dell Inc.;23.04.2026 06:31:40;OptiPlex 7060;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2650,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-276__9A3883E;PC-CORP-276;Arbeitsstation;COMPANY\user209;Microsoft Windows 10 Enterprise;64-Bit;9A3883E;Dell Inc.;20.04.2026 11:33:15;Latitude 5440;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2895,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-277__A1CD0C7;PC-CORP-277;Arbeitsstation;COMPANY\user210;Microsoft Windows 11 Enterprise;64-Bit;A1CD0C7;Dell Inc.;15.05.2026 06:54:17;Latitude 5440;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2918,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-278__4E7DA82;PC-CORP-278;Arbeitsstation;COMPANY\user211;Microsoft Windows 11 Enterprise;64-Bit;4E7DA82;Dell Inc.;09.04.2026 12:46:56;Latitude 5440;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[2919,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-279__183AA54;PC-CORP-279;Arbeitsstation;COMPANY\user212;Microsoft Windows 11 Enterprise;64-Bit;183AA54;Dell Inc.;07.05.2026 12:20:22;Latitude 5440;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[2938,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-280__B3B34FF;PC-CORP-280;Arbeitsstation;COMPANY\user213;Microsoft Windows 10 Enterprise;64-Bit;B3B34FF;Dell Inc.;04.05.2026 11:35:21;Latitude 5440;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[2939,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Aktiv;;2026-05-19T07:21:40.828Z;false
PC-CORP-281__8A00436;PC-CORP-281;Arbeitsstation;COMPANY\user214;Microsoft Windows 11 Enterprise;64-Bit;8A00436;Dell Inc.;06.05.2026 08:35:38;Latitude 7640;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[3008,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-282__A2F3F41;PC-CORP-282;Arbeitsstation;COMPANY\user215;Microsoft Windows 10 Enterprise;64-Bit;A2F3F41;Dell Inc.;13.04.2026 08:20:44;Latitude 7640;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[3009,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-283__193ECFD;PC-CORP-283;Arbeitsstation;COMPANY\user216;Microsoft Windows 11 Enterprise;64-Bit;193ECFD;Dell Inc.;15.05.2026 06:58:52;Latitude 7640;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[3010,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-284__AA6CA74;PC-CORP-284;Arbeitsstation;COMPANY\user217;Microsoft Windows 11 Enterprise;64-Bit;AA6CA74;Dell Inc.;14.04.2026 12:40:17;Latitude 7640;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[3011,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-285__77A6CF0;PC-CORP-285;Arbeitsstation;COMPANY\user218;Microsoft Windows 11 Enterprise;64-Bit;77A6CF0;Dell Inc.;05.05.2026 13:14:32;Latitude 7640;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[3012,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-286__3B29AF9;PC-CORP-286;Arbeitsstation;COMPANY\user219;Microsoft Windows 11 Enterprise;64-Bit;3B29AF9;Dell Inc.;06.05.2026 07:01:17;Latitude 7640;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[3013,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-287__48ABF63;PC-CORP-287;Arbeitsstation;COMPANY\user220;Microsoft Windows 10 Enterprise;64-Bit;48ABF63;Dell Inc.;23.04.2024 08:08:00;Latitude 7640;19045.2846;[1,1]\[1,2]\[2,4]\[2,5]\[3052,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-288__3BE2E2A;PC-CORP-288;Arbeitsstation;COMPANY\user221;Microsoft Windows 10 Enterprise;64-Bit;3BE2E2A;Dell Inc.;22.04.2026 08:15:01;Latitude 7640;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[3053,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-289__EAA42B4;PC-CORP-289;Arbeitsstation;COMPANY\user222;Microsoft Windows 10 Enterprise;64-Bit;EAA42B4;Dell Inc.;15.05.2026 06:31:10;Latitude 7640;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[3054,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-290__B5377B8;PC-CORP-290;Arbeitsstation;COMPANY\user223;Microsoft Windows 11 Enterprise;64-Bit;B5377B8;Dell Inc.;05.05.2026 13:06:51;Latitude 7640;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[3055,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-291__2F3452F;PC-CORP-291;Arbeitsstation;COMPANY\user224;Microsoft Windows 11 Enterprise;64-Bit;2F3452F;Dell Inc.;15.05.2026 07:12:07;Latitude 7640;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[3081,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-292__D79C0E7;PC-CORP-292;Arbeitsstation;COMPANY\user225;Microsoft Windows 11 Enterprise;64-Bit;D79C0E7;Dell Inc.;16.04.2026 06:48:42;Latitude 7640;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[3082,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-293__D8A47A7;PC-CORP-293;Arbeitsstation;COMPANY\user226;Microsoft Windows 11 Enterprise;64-Bit;D8A47A7;Acer;13.04.2026 13:14:16;Aspire A317-52;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[3253,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
